property_type,property_subtype,living_area_m2,bedrooms,bathrooms,postal_code,latitude,longitude,building_year,state_of_the_building,furnished,has_garage,parking_count,kitchen_equipped,has_elevator,facades,floors_total,has_garden,garden_area_m2,has_terrace,total_area_m2,epc_score,region,province,km_from_nearby_city,is_nearby_city_prestigious,floor_number,coord_swapped,urban_density,property_age,living_area_ratio,bedroom_density,average_room_size,living_area_squared,external_area_dominance_index
House,residence,200.0,3.0,1.0,6536,50.2855556,4.3113889,,Normal,0,0,,,0,3.0,1.0,1,320.0,1,445.0,B,Wallonia,Hainaut,16.8,0,,False,193.90726294680044,,0.449438202247191,0.015,66.66666666666667,40000.0,0.550561797752809
House,residence,162.0,3.0,1.0,4728,50.7152908,6.033099,2025.0,,0,1,,,0,,,1,396.0,1,,,Wallonia,Liège,7.6,0,,False,628.5245441849395,1.0,,0.018518518518518517,54.0,26244.0,
Apartment,apartment,385.0,10.0,5.0,2370,51.32363,5.079872,2012.0,,0,1,6.0,,0,4.0,,1,,1,,B,Flanders,Antwerp,9.4,0,,False,241.5710347114542,14.0,,0.025974025974025976,38.5,148225.0,
House,villa,197.0,4.0,1.0,1740,50.8677848,4.1457979,1973.0,Normal,0,1,1.0,,0,,2.0,1,800.0,1,1156.0,C,Flanders,Flemish Brabant,10.8,0,,False,675.4750267151879,53.0,0.1704152249134948,0.02030456852791878,49.25,38809.0,0.8295847750865052
House,residence,136.0,4.0,2.0,6740,49.6708083,5.60422839,1989.0,To renovate,0,1,1.0,,0,4.0,,1,,0,930.0,F,Wallonia,Luxembourg,15.4,0,,False,75.97409734346016,37.0,0.14623655913978495,0.029411764705882353,34.0,18496.0,0.853763440860215
Apartment,studio,23.0,,1.0,1070,50.8176181,4.2938634,1995.0,Normal,0,0,,Partially equipped,0,,3.0,0,,0,,D,Brussels,Brussels Capital Region,3.6,1,2.0,False,7185.624093582328,31.0,,,,529.0,
Apartment,apartment,79.0,2.0,1.0,1090,50.874902,4.3384109,1939.0,To renovate,0,0,,Super equipped,0,2.0,3.0,0,,1,,E,Brussels,Brussels Capital Region,2.9,0,,False,10480.997862797387,87.0,,0.02531645569620253,39.5,6241.0,
Apartment,studio,35.0,1.0,1.0,4020,50.6394394,5.5854796,,Normal,0,0,,,0,2.0,2.0,0,,0,,E,Wallonia,Liège,0.9,0,0.0,False,2874.325750721212,,,0.02857142857142857,35.0,1225.0,
Apartment,apartment,70.0,1.0,1.0,2830,51.06106,4.361438,1978.0,To renovate,0,0,,,0,3.0,,0,,1,,C,Flanders,Antwerp,9.0,0,,False,1045.8329711587853,48.0,,0.014285714285714285,70.0,4900.0,
Apartment,studio,,,1.0,6800,49.9230008,5.3789188,1981.0,Normal,0,0,,Partially equipped,0,3.0,1.0,0,,1,,D,Wallonia,Luxembourg,41.2,0,2.0,False,67.14476056495572,45.0,,,,,
House,residence,162.0,3.0,1.0,9100,51.13407,4.130924,1995.0,Normal,0,0,,,0,4.0,,0,,0,1360.0,C,Flanders,East Flanders,3.6,0,,False,981.7482390652697,31.0,0.11911764705882352,0.018518518518518517,54.0,26244.0,0.8808823529411764
House,residence,102.0,1.0,,7370,50.4025947,3.7522644,,To renovate,0,0,,,0,3.0,,1,,0,,G,Wallonia,Hainaut,15.3,0,,False,492.53660378076745,,,0.00980392156862745,102.0,10404.0,
Apartment,penthouse,143.0,2.0,2.0,8790,50.8884826,3.4361943,2020.0,New,0,1,1.0,,1,2.0,4.0,0,,1,,A,Flanders,West Flanders,0.8,0,4.0,False,908.6719754535416,6.0,,0.013986013986013986,71.5,20449.0,
Apartment,ground-floor,96.0,3.0,1.0,4031,50.5947412,5.5695429,2024.0,New,0,0,,Fully equipped,1,3.0,3.0,1,,1,,A,Wallonia,Liège,4.3,0,0.0,False,2874.325750721212,2.0,,0.03125,32.0,9216.0,
House,residence,,3.0,2.0,2540,51.1488217,4.4785055,,New,0,0,,,0,2.0,,1,,0,364.0,,Flanders,Antwerp,9.5,0,,False,1390.1632955335858,,,,,,
House,residence,201.0,2.0,1.0,3800,50.8190363,5.1855313,1957.0,,0,1,1.0,,0,,,0,,0,70.0,B,Flanders,Limburg,0.2,0,,False,389.69542713220136,69.0,2.8714285714285714,0.009950248756218905,100.5,40401.0,-1.8714285714285714
House,villa,140.0,3.0,1.0,5360,50.3453749,5.0922322,2023.0,New,0,0,,,0,3.0,,1,,1,150.0,A,Wallonia,Namur,20.9,0,,False,97.10494215059221,3.0,0.9333333333333333,0.02142857142857143,46.666666666666664,19600.0,0.06666666666666665
House,residence,129.0,3.0,1.0,4624,50.6115802,5.6678501,,To renovate,0,1,1.0,,0,3.0,,1,200.0,1,470.0,E,Wallonia,Liège,6.6,0,,False,1196.6087628668017,,0.274468085106383,0.023255813953488372,43.0,16641.0,0.725531914893617
Apartment,apartment,,2.0,1.0,8301,51.3400193,3.2372969,1994.0,,0,0,,,1,,5.0,0,,1,,,Flanders,West Flanders,3.4,1,1.0,False,525.1959103143688,32.0,,,,,
Apartment,apartment,80.0,2.0,1.0,1080,50.85669707,4.30692319,1966.0,,0,0,,,1,,5.0,0,,1,,E,Brussels,Brussels Capital Region,3.2,0,4.0,False,16409.421711093237,60.0,,0.025,40.0,6400.0,
House,residence,264.0,5.0,3.0,4790,50.1966,6.14159,,Normal,1,1,1.0,,0,4.0,4.0,1,,1,2488.0,C,Wallonia,Liège,47.9,0,,False,36.06966504112906,,0.10610932475884244,0.01893939393939394,52.8,69696.0,0.8938906752411575
Apartment,apartment,65.0,1.0,1.0,6880,49.8547217,5.2616966,2009.0,Normal,0,0,,Fully equipped,1,2.0,,0,,1,,E,Wallonia,Luxembourg,44.2,0,3.0,False,65.39868450669955,17.0,,0.015384615384615385,65.0,4225.0,
Apartment,penthouse,67.0,2.0,1.0,1080,50.8513861,4.3093498,1970.0,Normal,0,0,,Fully equipped,1,,8.0,0,,1,,E,Brussels,Brussels Capital Region,3.0,0,8.0,False,16409.421711093237,56.0,,0.029850746268656716,33.5,4489.0,
Apartment,apartment,88.0,2.0,1.0,2020,51.1850093,4.3908314,,New,0,1,,,1,,7.0,1,,1,,,Flanders,Antwerp,3.9,0,7.0,False,2699.1056940804588,,,0.022727272727272728,44.0,7744.0,
Apartment,apartment,70.0,1.0,1.0,4000,50.6549343,5.5683454,,Normal,0,0,,Partially equipped,1,2.0,,0,,1,,,Wallonia,Liège,2.6,0,3.0,False,2874.325750721212,,,0.014285714285714285,70.0,4900.0,
House,mansion,3000.0,30.0,4.0,7540,50.6379973,3.3788194,,Normal,0,0,,Fully equipped,0,4.0,,1,14229.0,1,14229.0,E,Wallonia,Hainaut,3.6,0,,False,320.3777275931326,,0.2108370229812355,0.01,100.0,9000000.0,0.7891629770187645
House,residence,223.0,4.0,1.0,2610,51.1573949,4.3920391,1963.0,,0,1,,,0,2.0,,1,,0,10930.0,,Flanders,Antwerp,6.9,0,,False,2699.1056940804588,63.0,0.02040256175663312,0.017937219730941704,55.75,49729.0,0.9795974382433669
Apartment,apartment,59.0,1.0,1.0,1030,50.8753983,4.3760075,1936.0,Normal,0,0,,,1,3.0,6.0,0,,1,,C,Brussels,Brussels Capital Region,3.3,0,,False,16424.510944318972,90.0,,0.01694915254237288,59.0,3481.0,
House,residence,62.0,3.0,,6600,50.005099,5.7207445,1952.0,To renovate,0,0,,,0,,,0,,0,69.0,E,Wallonia,Luxembourg,36.4,0,,False,,74.0,0.8985507246376812,0.04838709677419355,20.666666666666668,3844.0,0.10144927536231885
House,cottage,139.0,3.0,1.0,2380,51.397,5.032773,1990.0,Normal,0,1,2.0,,0,4.0,,1,,1,13382.0,C,Flanders,Antwerp,10.3,0,,False,165.15596375998558,36.0,0.010387087131968316,0.02158273381294964,46.333333333333336,19321.0,0.9896129128680317
House,residence,200.0,3.0,1.0,6700,49.6966875,5.79193363,,To renovate,0,1,1.0,,0,3.0,,1,,0,535.0,G,Wallonia,Luxembourg,2.3,0,,False,264.5100871196674,,0.37383177570093457,0.015,66.66666666666667,40000.0,0.6261682242990654
House,mixed-building,209.0,2.0,1.0,4280,50.673065,5.0763989,1850.0,Normal,0,0,,Fully equipped,0,2.0,2.0,0,,1,,C,Wallonia,Liège,17.9,0,,False,198.88250436927228,176.0,,0.009569377990430622,104.5,43681.0,
House,residence,116.0,2.0,1.0,3840,50.8018866,5.3413386,1918.0,,0,0,,,0,2.0,,0,,0,,F,Flanders,Limburg,10.9,0,,False,,108.0,,0.017241379310344827,58.0,13456.0,
House,residence,175.0,3.0,1.0,2870,51.0745182,4.2960198,1957.0,Excellent,0,0,,,0,3.0,,1,,1,469.0,C,Flanders,Antwerp,13.8,0,,False,550.8207594025022,69.0,0.373134328358209,0.017142857142857144,58.333333333333336,30625.0,0.6268656716417911
House,residence,127.0,3.0,1.0,8587,50.7166667,3.35,1900.0,Normal,0,1,1.0,Fully equipped,0,4.0,,1,175.0,1,507.0,C,Flanders,West Flanders,10.1,0,,False,189.8278098738461,126.0,0.2504930966469428,0.023622047244094488,42.333333333333336,16129.0,0.7495069033530573
House,mixed-building,,5.0,5.0,7000,50.4514907,3.9453189,,Normal,0,0,,,0,2.0,,0,,0,,F,Wallonia,Hainaut,0.6000000000000001,0,,False,658.1789437220868,,,,,,
House,residence,,2.0,,8930,50.7884466,3.1367423,,To renovate,0,1,,,0,,,1,,1,,F,Flanders,West Flanders,7.3,0,,False,1042.8778181282994,,,,,,
House,villa,473.0,4.0,2.0,3950,51.18864,5.5626940000000005,1974.0,Normal,0,0,,,0,4.0,,1,,1,2343.0,B,Flanders,Limburg,25.2,0,,False,234.02730771635083,52.0,0.20187793427230047,0.008456659619450317,118.25,223729.0,0.7981220657276995
House,mixed-building,165.0,3.0,2.0,1180,50.7948609,4.3210986,,Excellent,0,1,1.0,Super equipped,0,2.0,2.0,1,68.0,1,370.0,C,Brussels,Brussels Capital Region,1.4,1,,False,3811.786011123928,,0.44594594594594594,0.01818181818181818,55.0,27225.0,0.5540540540540541
Apartment,apartment,115.0,3.0,2.0,8670,51.1155206,2.6385859,2025.0,New,0,0,,,0,,,0,,1,,,Flanders,West Flanders,3.7,1,4.0,False,426.07509778363584,1.0,,0.02608695652173913,38.333333333333336,13225.0,
Apartment,apartment,99.0,2.0,1.0,3740,50.847069,5.5198419,1979.0,,0,1,,,0,,,0,,1,,C,Flanders,Limburg,12.0,0,1.0,False,,47.0,,0.020202020202020204,49.5,9801.0,
House,villa,190.0,4.0,1.0,5030,50.5209194,4.7217372,2000.0,,0,1,,,0,4.0,,1,,1,1903.0,C,Wallonia,Namur,11.9,0,,False,275.1939946579835,26.0,0.09984235417761429,0.021052631578947368,47.5,36100.0,0.9001576458223857
House,residence,342.0,5.0,1.0,6031,50.4234614,4.38144172,,Normal,0,1,2.0,,0,4.0,,1,,1,,D,Wallonia,Hainaut,4.7,0,,False,1998.7147535770227,,,0.014619883040935672,68.4,116964.0,
Apartment,apartment,72.0,2.0,1.0,2300,51.30746,4.950501,1964.0,To renovate,0,0,,,0,2.0,2.0,0,,0,,B,Flanders,Antwerp,1.7000000000000002,0,1.0,False,845.7710068036297,62.0,,0.027777777777777776,36.0,5184.0,
Apartment,apartment,143.0,2.0,1.0,9130,51.2919906,4.1737657,1940.0,To renovate,0,1,1.0,,0,2.0,,0,,0,,F,Flanders,East Flanders,14.2,0,,False,,86.0,,0.013986013986013986,71.5,20449.0,
House,residence,,2.0,,8490,51.1851972,3.1015759,2004.0,,0,0,,,0,,,1,,1,,,Flanders,West Flanders,9.0,0,,False,277.2371374760321,22.0,,,,,
House,villa,155.0,3.0,1.0,8793,50.9034885,3.4098713,1999.0,Excellent,0,1,1.0,Super equipped,0,4.0,,1,320.0,1,615.0,C,Flanders,West Flanders,1.8,0,,False,908.6719754535416,27.0,0.25203252032520324,0.01935483870967742,51.666666666666664,24025.0,0.7479674796747968
House,residence,224.0,4.0,1.0,4030,50.62242367,5.59858724,,To renovate,0,0,,,0,2.0,2.0,1,74.0,0,162.0,D,Wallonia,Liège,1.7000000000000002,0,,False,2874.325750721212,,1.382716049382716,0.017857142857142856,56.0,50176.0,-0.382716049382716
Apartment,apartment,,1.0,1.0,8670,51.110963,2.6436223,,Normal,0,1,,,0,2.0,,0,,0,,,Flanders,West Flanders,3.8,1,1.0,False,426.07509778363584,,,,,,
House,residence,275.0,4.0,,7608,50.5253121,3.52714288,,,0,1,2.0,,0,4.0,1.0,1,,0,2101.0,E,Wallonia,Hainaut,13.3,0,,False,284.4183999618516,,0.13089005235602094,0.014545454545454545,68.75,75625.0,0.8691099476439791
Apartment,apartment,101.0,2.0,,9940,51.12113668,3.72021399,,New,0,1,1.0,,0,2.0,1.0,1,,1,,,Flanders,East Flanders,7.4,0,1.0,False,494.2487865713953,,,0.019801980198019802,50.5,10201.0,
Apartment,apartment,130.0,3.0,1.0,9230,51.0146,3.877997,1850.0,Normal,0,1,1.0,,1,4.0,,0,,1,,C,Flanders,East Flanders,12.1,0,3.0,False,727.3723894263135,176.0,,0.023076923076923078,43.333333333333336,16900.0,
House,residence,184.0,3.0,1.0,5140,50.528452,4.603259,,New,0,1,1.0,,0,4.0,,1,,0,1843.0,A+,Wallonia,Namur,17.2,0,,False,233.6206237592484,,0.09983722192078133,0.016304347826086956,61.333333333333336,33856.0,0.9001627780792186
House,residence,240.0,4.0,2.0,4130,50.5347503,5.579045,1964.0,To renovate,0,1,2.0,Partially equipped,0,4.0,4.0,1,932.0,1,1137.0,E,Wallonia,Liège,10.9,0,,False,374.8445019812108,62.0,0.21108179419525067,0.016666666666666666,60.0,57600.0,0.7889182058047494
House,residence,,3.0,1.0,5100,50.4563673,4.871877,1936.0,To renovate,0,0,,,0,4.0,,0,,1,137.0,G,Wallonia,Namur,1.2,0,,False,653.844532744602,90.0,,,,,
House,residence,187.0,3.0,1.0,4020,50.6736199,5.6643177,1970.0,Normal,0,1,3.0,,0,2.0,1.0,1,,1,103.0,E,Wallonia,Liège,7.5,0,,False,2874.325750721212,56.0,1.8155339805825244,0.016042780748663103,62.333333333333336,34969.0,-0.8155339805825244
Apartment,apartment,110.0,2.0,2.0,1060,50.82556,4.34184,,To renovate,0,0,,,0,,4.0,0,,0,,,Brussels,Brussels Capital Region,2.7,1,3.0,False,19270.221665394678,,,0.01818181818181818,55.0,12100.0,
Apartment,apartment,80.0,1.0,1.0,4000,50.63584205,5.56109429,,Normal,0,0,,,0,2.0,6.0,0,,1,,D,Wallonia,Liège,1.4,0,,False,2874.325750721212,,,0.0125,80.0,6400.0,
House,residence,366.0,5.0,3.0,2850,51.0886514,4.3691504,1965.0,Normal,0,1,1.0,Fully equipped,0,2.0,4.0,0,,1,120.0,A,Flanders,Antwerp,10.3,0,,False,2668.656613877441,61.0,3.05,0.01366120218579235,73.2,133956.0,-2.05
Apartment,studio,46.0,,1.0,1180,50.8145845,4.356264,2001.0,Normal,0,0,,,1,2.0,4.0,0,,0,,C,Brussels,Brussels Capital Region,2.0,1,2.0,False,3811.786011123928,25.0,,,,2116.0,
Apartment,apartment,77.0,2.0,1.0,8670,51.119102,2.6352917,,,1,0,,Fully equipped,1,2.0,,0,,1,,B,Flanders,West Flanders,3.7,1,2.0,False,426.07509778363584,,,0.025974025974025976,38.5,5929.0,
House,residence,120.0,2.0,1.0,2820,51.0394304,4.5326859,1992.0,Excellent,0,1,1.0,,0,4.0,,1,,1,1391.0,D,Flanders,Antwerp,4.1,0,,False,535.8179401133107,34.0,0.08626887131560029,0.016666666666666666,60.0,14400.0,0.9137311286843997
House,residence,132.0,3.0,1.0,5020,50.43896,4.79566,,New,0,0,,,0,4.0,,1,,0,803.0,A+,Wallonia,Namur,6.0,0,,False,653.844532744602,,0.1643835616438356,0.022727272727272728,44.0,17424.0,0.8356164383561644
Apartment,apartment,90.0,2.0,1.0,1200,50.8485864,4.4469952,1958.0,Excellent,0,1,1.0,Super equipped,1,2.0,8.0,0,,1,,D,Brussels,Brussels Capital Region,6.7,0,5.0,False,8357.49424156772,68.0,,0.022222222222222223,45.0,8100.0,
Apartment,apartment,58.0,1.0,1.0,2000,51.2161585,4.3998723,2008.0,Excellent,0,0,,Partially equipped,1,2.0,4.0,0,,1,,A,Flanders,Antwerp,0.4,0,1.0,False,2699.1056940804588,18.0,,0.017241379310344827,58.0,3364.0,
House,residence,125.0,3.0,1.0,1470,50.61395,4.509786,,To renovate,0,0,,,0,2.0,,1,1000.0,0,1120.0,F,Wallonia,Walloon Brabant,23.1,0,,False,178.86076681392998,,0.11160714285714286,0.024,41.666666666666664,15625.0,0.8883928571428571
House,residence,166.0,,,6890,49.9815451,5.2572,1953.0,To renovate,0,0,,,0,4.0,,0,,0,1382.0,F,Wallonia,Luxembourg,52.1,0,,False,38.17729080017696,73.0,0.12011577424023155,,,27556.0,0.8798842257597684
Apartment,apartment,76.0,2.0,,6061,50.4018544,4.4777803,,,0,0,,,0,2.0,,0,,1,,D,Wallonia,Hainaut,2.6,0,1.0,False,1998.7147535770227,,,0.02631578947368421,38.0,5776.0,
Apartment,duplex,120.0,2.0,1.0,1500,50.7316024,4.2392085,1900.0,Normal,0,0,,,0,,,0,,0,,C,Flanders,Flemish Brabant,15.4,0,,False,953.3587573466714,126.0,,0.016666666666666666,60.0,14400.0,
House,villa,217.0,4.0,2.0,6900,50.2040997,5.25238152,1650.0,,0,0,,,0,4.0,,1,10458.0,1,10934.0,E,Wallonia,Luxembourg,40.0,0,,False,147.01196322845632,376.0,0.019846350832266324,0.018433179723502304,54.25,47089.0,0.9801536491677336
House,residence,235.0,5.0,1.0,4100,50.6055907,5.5199118,,Excellent,0,1,,Fully equipped,0,3.0,,1,160.0,1,,D,Wallonia,Liège,5.2,0,,False,1833.100313298191,,,0.02127659574468085,47.0,55225.0,
House,residence,145.0,4.0,1.0,7011,50.4675699,3.930305,,Normal,0,0,,Fully equipped,0,2.0,2.0,1,170.0,1,357.0,D,Wallonia,Hainaut,2.2,0,,False,658.1789437220868,,0.4061624649859944,0.027586206896551724,36.25,21025.0,0.5938375350140056
House,residence,401.0,3.0,1.0,9080,51.1217224,3.8289214,1850.0,Normal,0,1,2.0,,0,4.0,,1,,1,,B,Flanders,East Flanders,10.8,0,,False,,176.0,,0.007481296758104738,133.66666666666666,160801.0,
House,mixed-building,143.0,2.0,2.0,1800,50.927262,4.424078,1850.0,To renovate,0,0,,,0,2.0,2.0,0,,1,69.0,E,Flanders,Flemish Brabant,10.0,0,,False,2226.8278452516543,176.0,2.072463768115942,0.013986013986013986,71.5,20449.0,-1.072463768115942
House,villa,669.0,8.0,2.0,8800,50.9329147,3.1497305,1964.0,To renovate,0,1,2.0,Fully equipped,0,4.0,3.0,1,1450.0,1,2287.0,F,Flanders,West Flanders,2.4,0,,False,1107.484154466737,62.0,0.2925229558373415,0.01195814648729447,83.625,447561.0,0.7074770441626586
House,residence,230.0,4.0,2.0,4728,50.7087499,6.02225661,2011.0,,0,1,,,0,,,1,3956.0,1,,A,Wallonia,Liège,8.6,0,,False,628.5245441849395,15.0,,0.017391304347826087,57.5,52900.0,
Apartment,ground-floor,59.0,1.0,1.0,1080,50.8642932,4.3381519,1940.0,To renovate,0,0,,,1,2.0,6.0,0,,0,,E,Brussels,Brussels Capital Region,1.8,0,0.0,False,16409.421711093237,86.0,,0.01694915254237288,59.0,3481.0,
Apartment,apartment,41.0,1.0,1.0,2200,51.17996,4.827621,2009.0,Normal,0,0,,,1,2.0,,0,,1,,A,Flanders,Antwerp,11.5,0,1.0,False,604.8490979614187,17.0,,0.024390243902439025,41.0,1681.0,
House,residence,110.0,2.0,1.0,6220,50.4817189,4.5534584,1899.0,Normal,0,0,,Fully equipped,0,2.0,2.0,1,329.0,1,507.0,F,Wallonia,Hainaut,11.0,0,,False,385.413160337376,127.0,0.21696252465483234,0.01818181818181818,55.0,12100.0,0.7830374753451677
House,master-house,400.0,5.0,3.0,9600,50.7461535,3.5938077,1899.0,Normal,0,0,,Super equipped,0,2.0,4.0,1,100.0,1,320.0,C,Flanders,East Flanders,20.0,0,,False,794.7273809614511,127.0,1.25,0.0125,80.0,160000.0,-0.25
Apartment,apartment,88.0,2.0,1.0,1083,50.8748532,4.302548,1969.0,Normal,0,0,,Partially equipped,1,4.0,22.0,0,,1,,E,Brussels,Brussels Capital Region,4.4,0,12.0,False,10539.994321308412,57.0,,0.022727272727272728,44.0,7744.0,
House,residence,132.0,2.0,1.0,6061,50.4153944,4.4682001,,To renovate,0,0,,Fully equipped,0,2.0,1.0,1,250.0,1,382.0,E,Wallonia,Hainaut,1.7000000000000002,0,,False,1998.7147535770227,,0.34554973821989526,0.015151515151515152,66.0,17424.0,0.6544502617801047
House,residence,154.0,2.0,1.0,7070,50.5029755,4.1078728,,Normal,0,1,1.0,Partially equipped,0,3.0,2.0,1,65.0,1,130.0,E,Wallonia,Hainaut,6.3,0,,False,200.61107816670392,,1.1846153846153846,0.012987012987012988,77.0,23716.0,-0.18461538461538463
House,residence,150.0,3.0,1.0,9041,51.0927415,3.7657826,1964.0,To renovate,0,1,1.0,Fully equipped,0,3.0,,1,150.0,1,260.0,D,Flanders,East Flanders,5.4,0,,False,1728.1862462455617,62.0,0.5769230769230769,0.02,50.0,22500.0,0.42307692307692313
House,residence,154.0,4.0,1.0,5100,50.4260307,4.9509671,,New,0,1,1.0,,0,4.0,,1,,0,1445.0,A+,Wallonia,Namur,7.5,0,,False,653.844532744602,,0.10657439446366782,0.025974025974025976,38.5,23716.0,0.8934256055363322
House,residence,,4.0,1.0,9450,50.876648,3.9576364,1935.0,To renovate,0,0,,,0,3.0,,1,,1,544.0,F,Flanders,East Flanders,8.9,0,,False,639.5000347828741,91.0,,,,,
Apartment,apartment,63.0,1.0,1.0,8670,51.1197258,2.6368016,1990.0,Fully renovated,0,0,,,0,,2.0,0,,0,,D,Flanders,West Flanders,3.8,1,,False,426.07509778363584,36.0,,0.015873015873015872,63.0,3969.0,
Apartment,apartment,90.0,2.0,1.0,9000,51.04998,3.739825,1899.0,Normal,0,0,,,0,2.0,,1,50.0,0,,C,Flanders,East Flanders,1.6,0,,False,1728.1862462455617,127.0,,0.022222222222222223,45.0,8100.0,
Apartment,apartment,75.0,2.0,1.0,1090,50.8866994,4.3359748,1967.0,Normal,0,0,,Fully equipped,1,2.0,3.0,0,,1,,G,Brussels,Brussels Capital Region,4.2,0,1.0,False,10480.997862797387,59.0,,0.02666666666666667,37.5,5625.0,
House,residence,218.0,5.0,1.0,2340,51.31544,4.823834,1950.0,To renovate,0,1,1.0,,0,4.0,,1,,1,2165.0,,Flanders,Antwerp,8.4,0,,False,500.80644668828114,76.0,0.10069284064665127,0.022935779816513763,43.6,47524.0,0.8993071593533487
Apartment,penthouse,137.0,3.0,2.0,8370,51.3139338,3.1276267,2025.0,New,0,0,,,1,,4.0,0,,1,,A,Flanders,West Flanders,13.5,0,3.0,False,1086.780500451102,1.0,,0.021897810218978103,45.666666666666664,18769.0,
Apartment,apartment,106.0,2.0,1.0,1090,50.8719083,4.3242619,,Normal,0,0,,Fully equipped,0,2.0,3.0,0,,1,,D,Brussels,Brussels Capital Region,3.1,0,1.0,False,10480.997862797387,,,0.018867924528301886,53.0,11236.0,
Apartment,apartment,84.0,2.0,1.0,6600,50.0005973,5.7152666,,Excellent,0,1,,Fully equipped,0,3.0,,1,,0,,C,Wallonia,Luxembourg,36.0,0,,False,,,,0.023809523809523808,42.0,7056.0,
House,mixed-building,434.0,11.0,11.0,7170,50.499402,4.237712,1900.0,To renovate,0,0,,,0,2.0,3.0,0,,1,350.0,D,Wallonia,Hainaut,4.1,0,,False,1245.5564659000854,126.0,1.24,0.02534562211981567,39.45454545454545,188356.0,-0.24
Apartment,apartment,98.0,3.0,1.0,1400,50.5886574,4.3308649,,Normal,0,1,1.0,Fully equipped,1,4.0,10.0,0,,1,,C,Wallonia,Walloon Brabant,15.7,0,,False,483.7734161538502,,,0.030612244897959183,32.666666666666664,9604.0,
Apartment,apartment,61.0,1.0,1.0,1082,50.8694168,4.3027568,1976.0,To renovate,0,0,,,1,,5.0,0,,1,,E,Brussels,Brussels Capital Region,4.0,0,4.0,False,8746.532958229234,50.0,,0.01639344262295082,61.0,3721.0,
House,villa,172.0,4.0,1.0,5640,50.34539,4.610171,2024.0,New,0,1,1.0,Partially equipped,0,4.0,2.0,1,756.0,1,756.0,,Wallonia,Namur,13.8,0,,False,116.38495247810359,2.0,0.2275132275132275,0.023255813953488372,43.0,29584.0,0.7724867724867726
House,residence,187.0,4.0,1.0,3590,50.9089381,5.4216355,1953.0,,0,0,,,0,3.0,,1,,1,382.0,F,Flanders,Limburg,6.7,0,,False,477.859405090124,73.0,0.4895287958115183,0.0213903743315508,46.75,34969.0,0.5104712041884817
House,residence,160.0,3.0,2.0,6001,50.4014619,4.4414299,1920.0,To renovate,0,0,,,0,2.0,2.0,1,50.0,1,150.0,D,Wallonia,Hainaut,1.1,0,,False,1998.7147535770227,106.0,1.0666666666666667,0.01875,53.333333333333336,25600.0,-0.06666666666666665
House,residence,161.0,4.0,,5580,50.1641996,5.257815,,To renovate,0,1,,,0,,,1,,0,777.0,D,Wallonia,Namur,43.6,0,,False,76.78132392674699,,0.2072072072072072,0.024844720496894408,40.25,25921.0,0.7927927927927928
House,residence,35.0,1.0,1.0,6900,50.2261264,5.3439452,1950.0,To renovate,0,0,,,0,2.0,3.0,0,,0,11.0,F,Wallonia,Luxembourg,43.1,0,,False,147.01196322845632,76.0,3.1818181818181817,0.02857142857142857,35.0,1225.0,-2.1818181818181817
House,residence,140.0,3.0,1.0,6880,49.81596,5.1869054,1899.0,Fully renovated,0,0,,Super equipped,0,3.0,,1,350.0,1,439.0,B,Wallonia,Luxembourg,47.6,0,,False,65.39868450669955,127.0,0.31890660592255127,0.02142857142857143,46.666666666666664,19600.0,0.6810933940774487
House,residence,,3.0,,8930,50.7825222,3.1667631,,,0,1,,,0,,,1,,0,307.0,F,Flanders,West Flanders,5.4,0,,False,1042.8778181282994,,,,,,
House,mixed-building,949.0,4.0,2.0,4180,50.4266532,5.5333544,1985.0,To renovate,0,0,,Fully equipped,0,4.0,3.0,0,,1,1488.0,E,Wallonia,Liège,23.1,0,,False,136.05599592427743,41.0,0.6377688172043011,0.004214963119072708,237.25,900601.0,0.3622311827956989
House,residence,110.0,2.0,1.0,4030,50.6257021,5.5960805,,Fully renovated,0,0,,,0,3.0,,1,20.0,1,,E,Wallonia,Liège,1.4,0,,False,2874.325750721212,,,0.01818181818181818,55.0,12100.0,
Apartment,apartment,56.0,1.0,1.0,4770,50.3542991,6.171251,2026.0,,0,1,,,0,,,0,,1,,A+,Wallonia,Liège,34.0,0,,False,44.54920879251685,0.0,,0.017857142857142856,56.0,3136.0,
House,residence,180.0,3.0,2.0,9080,51.0974848,3.8378336,,New,0,0,,,0,4.0,,0,,0,736.0,,Flanders,East Flanders,9.7,0,,False,,,0.24456521739130435,0.016666666666666666,60.0,32400.0,0.7554347826086957
House,residence,122.0,3.0,1.0,5170,50.38312495,4.80648842,1998.0,To renovate,0,1,1.0,,0,4.0,,0,,1,3958.0,D,Wallonia,Namur,10.3,0,,False,244.60991460094834,28.0,0.030823648307225872,0.02459016393442623,40.666666666666664,14884.0,0.9691763516927742
House,residence,,4.0,1.0,4900,50.4761941,5.8480689,1987.0,,0,0,,,0,4.0,,0,,0,904.0,C,Wallonia,Liège,12.6,0,,False,246.09942683961563,39.0,,,,,
Apartment,apartment,109.0,3.0,1.0,4000,50.6358183,5.5674281,1963.0,Fully renovated,0,1,,Super equipped,1,2.0,11.0,0,,1,,E,Wallonia,Liège,0.9,0,,False,2874.325750721212,63.0,,0.027522935779816515,36.333333333333336,11881.0,
