property_type,property_subtype,living_area_m2,bedrooms,bathrooms,postal_code,latitude,longitude,building_year,state_of_the_building,furnished,has_garage,parking_count,kitchen_equipped,has_elevator,facades,floors_total,has_garden,garden_area_m2,has_terrace,total_area_m2,epc_score,region,province,km_from_nearby_city,is_nearby_city_prestigious,floor_number,coord_swapped,urban_density,property_age,living_area_ratio,bedroom_density,average_room_size,living_area_squared,external_area_dominance_index
House,cottage,120.0,2.0,,6870,50.0260067,5.3727272,,,0,0,,,0,,,0,,0,64.0,,Wallonia,Luxembourg,49.7,0,,False,50.81752243352301,,1.875,0.016666666666666666,60.0,14400.0,-0.875
Apartment,apartment,34.0,1.0,1.0,8500,50.8281,3.259722,,Normal,0,1,,,0,,,0,,1,,C,Flanders,West Flanders,0.4,0,,False,1001.0269031907416,,,0.029411764705882353,34.0,1156.0,
Apartment,apartment,65.0,1.0,1.0,8301,51.3441553,3.2566235,1997.0,To renovate,1,0,,Fully equipped,1,2.0,10.0,0,,1,,B,Flanders,West Flanders,2.0,1,0.0,False,525.1959103143688,29.0,,0.015384615384615385,65.0,4225.0,
House,residence,413.0,5.0,2.0,9111,51.1636277,4.0817483,1995.0,,0,1,1.0,,0,4.0,3.0,1,,0,3023.0,C,Flanders,East Flanders,4.3,0,,False,981.7482390652697,31.0,0.13661925239827985,0.012106537530266344,82.6,170569.0,0.8633807476017201
Apartment,apartment,101.0,1.0,1.0,1785,50.9608089,4.2379936,2004.0,,0,1,1.0,Super equipped,0,2.0,,0,,1,,C,Flanders,Flemish Brabant,12.2,0,0.0,False,497.5546270534825,22.0,,0.009900990099009901,101.0,10201.0,
Apartment,apartment,102.0,2.0,1.0,3650,51.0197869,5.7428896,,,0,1,1.0,,0,,,0,,1,,,Flanders,Limburg,18.1,0,0.0,False,326.11799088102595,,,0.0196078431372549,51.0,10404.0,
House,residence,125.0,4.0,1.0,4851,50.743163,5.9804612,2024.0,,0,1,,,0,,,1,452.0,1,,A++,Wallonia,Liège,8.1,0,,False,203.38411054267482,2.0,,0.032,31.25,15625.0,
House,residence,,2.0,,5660,50.0772664,4.5087651,,Normal,0,1,,,0,1.0,,0,,0,107.0,G,Wallonia,Namur,37.4,0,,False,67.25263741371081,,,,,,
House,residence,,3.0,1.0,7080,50.3688567,3.8662125,,Normal,0,1,,,0,3.0,,1,,1,1325.0,E,Wallonia,Hainaut,11.3,0,,False,829.0039067297452,,,,,,
House,residence,362.0,6.0,3.0,6990,50.2869508,5.4318635,1850.0,,0,0,,Fully equipped,0,3.0,1.0,1,2314.0,1,2976.0,D,Wallonia,Luxembourg,39.8,0,,False,99.64320836620652,176.0,0.12163978494623656,0.016574585635359115,60.333333333333336,131044.0,0.8783602150537635
House,residence,239.0,5.0,1.0,3590,50.926424,5.4544727,1998.0,Normal,0,1,1.0,Fully equipped,0,4.0,1.0,1,,1,1315.0,B,Flanders,Limburg,5.3,0,,False,477.859405090124,28.0,0.1817490494296578,0.02092050209205021,47.8,57121.0,0.8182509505703421
Apartment,apartment,126.0,2.0,2.0,1030,50.8484495,4.4089812,,Excellent,0,1,1.0,Super equipped,0,2.0,,1,,1,,E,Brussels,Brussels Capital Region,4.0,0,0.0,False,16424.510944318972,,,0.015873015873015872,63.0,15876.0,
House,mixed-building,,,,9000,51.0678307,3.7290914,,,0,0,,,0,2.0,,0,,0,,,Flanders,East Flanders,1.7000000000000002,0,,False,1728.1862462455617,,,,,,
Apartment,apartment,94.0,2.0,,8580,50.7768825,3.4468173,1973.0,,0,0,,,1,,,0,,0,,C,Flanders,West Flanders,12.8,0,1.0,False,472.4552659800026,53.0,,0.02127659574468085,47.0,8836.0,
Apartment,apartment,95.0,2.0,1.0,1050,50.8235717,4.3766927,,,0,0,,,0,2.0,,0,,1,,G,Brussels,Brussels Capital Region,3.5,0,4.0,False,10007.880162151841,,,0.021052631578947368,47.5,9025.0,
House,chalet,51.0,2.0,1.0,5541,50.2061142,4.84434285,2026.0,New,0,0,,,0,4.0,1.0,1,,1,234.0,D,Wallonia,Namur,29.0,0,,False,107.45444324011787,0.0,0.21794871794871795,0.0392156862745098,25.5,2601.0,0.782051282051282
Apartment,apartment,99.0,2.0,1.0,2800,51.02964,4.470402,,To renovate,0,0,,,1,,,0,,0,,D,Flanders,Antwerp,0.6000000000000001,0,3.0,False,1362.8044856817278,,,0.020202020202020204,49.5,9801.0,
House,residence,560.0,7.0,3.0,1470,50.6084983,4.4506894,1815.0,To renovate,0,0,,Fully equipped,0,2.0,2.0,1,1800.0,1,2125.0,E,Wallonia,Walloon Brabant,22.0,0,,False,178.86076681392998,211.0,0.2635294117647059,0.0125,80.0,313600.0,0.7364705882352941
Apartment,apartment,192.0,3.0,2.0,1180,50.8103166,4.3454308,1953.0,Normal,0,1,1.0,,1,2.0,7.0,0,,1,,D,Brussels,Brussels Capital Region,1.1,1,6.0,False,3811.786011123928,73.0,,0.015625,64.0,36864.0,
Apartment,studio,45.0,,1.0,1040,50.832177,4.388949,,Normal,0,0,,,1,,,0,,0,,C,Brussels,Brussels Capital Region,3.3,0,1.0,False,10735.986323260111,,,,,2025.0,
House,villa,445.0,5.0,2.0,3210,50.8715778,4.8110245,1968.0,To renovate,0,1,1.0,,0,4.0,,1,8376.0,1,8376.0,E,Flanders,Flemish Brabant,7.8,0,,False,336.48243122844866,58.0,0.0531279847182426,0.011235955056179775,89.0,198025.0,0.9468720152817574
House,villa,550.0,7.0,6.0,9506,50.7919381,3.9376868,2018.0,Normal,0,0,,Super equipped,0,4.0,3.0,1,,1,1880.0,A,Flanders,East Flanders,17.7,0,,False,440.14729038737596,8.0,0.2925531914893617,0.012727272727272728,78.57142857142857,302500.0,0.7074468085106382
House,residence,295.0,4.0,1.0,9420,50.8846,3.93245,,Normal,0,1,,,0,,,1,1500.0,1,,B,Flanders,East Flanders,9.6,0,,False,613.6368533462012,,,0.013559322033898305,73.75,87025.0,
House,residence,138.0,2.0,2.0,2650,51.16006,4.423533,1959.0,Normal,0,1,1.0,,0,3.0,,1,150.0,1,317.0,C,Flanders,Antwerp,6.8,0,,False,2696.009606692133,67.0,0.4353312302839117,0.014492753623188406,69.0,19044.0,0.5646687697160884
House,residence,163.0,3.0,2.0,9050,51.0315098,3.7645417,,,0,1,,,0,2.0,,1,,1,163.0,,Flanders,East Flanders,4.2,0,,False,1728.1862462455617,,1.0,0.018404907975460124,54.333333333333336,26569.0,0.0
House,residence,184.0,3.0,1.0,7712,50.722568,3.2326156,,New,0,1,1.0,,0,4.0,,1,,0,924.0,A+,Wallonia,Hainaut,2.7,0,,False,1484.477213875128,,0.19913419913419914,0.016304347826086956,61.333333333333336,33856.0,0.8008658008658008
House,residence,204.0,3.0,1.0,7543,50.6531232,3.4442619,,Normal,0,1,1.0,Fully equipped,0,4.0,,1,800.0,1,1345.0,D,Wallonia,Hainaut,6.5,0,,False,320.3777275931326,,0.1516728624535316,0.014705882352941176,68.0,41616.0,0.8483271375464684
House,residence,,3.0,2.0,3680,51.1045287,5.6965558,2026.0,,0,0,,,0,2.0,,1,,0,460.0,,Flanders,Limburg,20.7,0,,False,334.6337044205168,0.0,,,,,
Apartment,apartment,62.0,1.0,1.0,1210,50.8522733,4.3756932,1900.0,To renovate,0,0,,Partially equipped,0,2.0,3.0,0,,1,,G,Brussels,Brussels Capital Region,1.7000000000000002,0,2.0,False,23485.952960668412,126.0,,0.016129032258064516,62.0,3844.0,
House,residence,140.0,3.0,1.0,9600,50.7495766,3.6225913,,Excellent,0,0,,,0,2.0,,1,,1,363.0,D,Flanders,East Flanders,21.0,0,,False,794.7273809614511,,0.3856749311294766,0.02142857142857143,46.666666666666664,19600.0,0.6143250688705234
Apartment,apartment,65.0,2.0,1.0,2140,51.21349,4.440726,1933.0,Normal,0,0,,,0,2.0,,0,,0,,B,Flanders,Antwerp,2.7,0,,False,2699.1056940804588,93.0,,0.03076923076923077,32.5,4225.0,
House,residence,197.0,4.0,1.0,5590,50.2953756,5.0908015,1961.0,To renovate,0,1,1.0,Fully equipped,0,4.0,1.0,1,350.0,1,717.0,F,Wallonia,Namur,24.8,0,,False,116.45392758162295,65.0,0.27475592747559274,0.02030456852791878,49.25,38809.0,0.7252440725244073
Apartment,apartment,,,,2000,51.2177205,4.3961361,,,0,0,,,0,,,0,,1,,A+,Flanders,Antwerp,0.5,0,,False,2699.1056940804588,,,,,,
Apartment,apartment,92.0,1.0,1.0,1082,50.8670684,4.2946006,1997.0,Normal,0,1,,,1,,4.0,0,,1,,E,Brussels,Brussels Capital Region,4.4,0,4.0,False,8746.532958229234,29.0,,0.010869565217391304,92.0,8464.0,
House,residence,172.0,3.0,1.0,9470,50.8846867,4.0666564,1950.0,Normal,0,1,1.0,Partially equipped,0,2.0,3.0,1,445.0,1,536.0,D,Flanders,East Flanders,6.2,0,,False,1533.1500425316233,76.0,0.3208955223880597,0.01744186046511628,57.333333333333336,29584.0,0.6791044776119404
House,residence,199.0,4.0,1.0,2400,51.18029,5.095029,1958.0,To renovate,0,0,,,0,3.0,,1,,0,533.0,F,Flanders,Antwerp,7.4,0,,False,337.8677527790206,68.0,0.37335834896810505,0.020100502512562814,49.75,39601.0,0.626641651031895
House,cottage,183.0,3.0,1.0,5332,50.35009,4.96124,1990.0,,0,1,,,0,4.0,,1,,1,1385.0,C,Wallonia,Namur,14.6,0,,False,93.50913792464614,36.0,0.13212996389891696,0.01639344262295082,61.0,33489.0,0.867870036101083
House,residence,193.0,4.0,1.0,2400,51.191087,5.1170647,2026.0,New,0,0,,Super equipped,0,3.0,3.0,1,253.0,1,326.0,,Flanders,Antwerp,9.2,0,,False,337.8677527790206,0.0,0.5920245398773006,0.02072538860103627,48.25,37249.0,0.40797546012269936
Apartment,apartment,75.0,2.0,1.0,1170,50.8122009,4.4143207,1972.0,Normal,0,0,,Fully equipped,1,,14.0,0,,1,,D,Brussels,Brussels Capital Region,6.1,0,12.0,False,1953.0329821295268,54.0,,0.02666666666666667,37.5,5625.0,
House,residence,96.0,2.0,1.0,4432,50.6691334,5.52309,,To renovate,0,0,,,0,,,0,,0,190.0,B,Wallonia,Liège,5.7,0,,False,1246.8761039913948,,0.5052631578947369,0.020833333333333332,48.0,9216.0,0.49473684210526314
Apartment,apartment,122.0,2.0,1.0,1160,50.803,4.4324200000000005,2023.0,New,0,1,,,1,,3.0,0,,1,,A,Brussels,Brussels Capital Region,7.7,0,1.0,False,4369.356503307827,3.0,,0.01639344262295082,61.0,14884.0,
House,residence,263.0,7.0,1.0,6660,50.1424123,5.7874212,1950.0,Normal,0,0,,,0,,,1,2296.0,0,1193.0,E,Wallonia,Luxembourg,50.0,0,,False,31.873545949508046,76.0,0.22045264040234702,0.026615969581749048,37.57142857142857,69169.0,0.779547359597653
House,residence,205.0,5.0,1.0,2180,51.2805943,4.4254009,1954.0,To renovate,0,1,1.0,,0,,,1,,1,335.0,F,Flanders,Antwerp,7.0,0,,False,2699.1056940804588,72.0,0.6119402985074627,0.024390243902439025,41.0,42025.0,0.3880597014925373
House,residence,292.0,4.0,2.0,2580,51.0321005,4.6345884,2011.0,,0,0,,,0,4.0,,1,,1,998.0,A,Flanders,Antwerp,11.0,0,,False,543.0060120546327,15.0,0.2925851703406814,0.0136986301369863,73.0,85264.0,0.7074148296593186
House,residence,175.0,2.0,1.0,6001,50.3922481,4.4436699,,,0,0,,,0,4.0,,1,20.0,1,120.0,F,Wallonia,Hainaut,2.1,0,,False,1998.7147535770227,,1.4583333333333333,0.011428571428571429,87.5,30625.0,-0.45833333333333326
House,villa,181.0,4.0,1.0,4600,50.7338222,5.6860453,2007.0,Excellent,0,1,1.0,Fully equipped,0,4.0,1.0,1,627.0,1,778.0,B,Wallonia,Liège,13.1,0,,False,653.1345541959827,19.0,0.2326478149100257,0.022099447513812154,45.25,32761.0,0.7673521850899743
House,master-house,240.0,5.0,3.0,7500,50.6056059,3.3880367,,Excellent,0,1,,Fully equipped,0,3.0,,1,,1,970.0,D,Wallonia,Hainaut,0.1,0,,False,320.3777275931326,,0.24742268041237114,0.020833333333333332,48.0,57600.0,0.7525773195876289
House,residence,90.0,4.0,1.0,9050,51.0372104,3.7471208,,Fully renovated,0,0,,,0,2.0,,1,,1,43.0,B,Flanders,East Flanders,2.8,0,,False,1728.1862462455617,,2.0930232558139537,0.044444444444444446,22.5,8100.0,-1.0930232558139537
House,villa,334.0,4.0,1.0,4910,50.5432056,5.8820149,1969.0,To renovate,0,1,,,0,4.0,1.0,1,1127.0,1,1325.0,D,Wallonia,Liège,5.3,0,,False,145.46754952120665,57.0,0.25207547169811323,0.011976047904191617,83.5,111556.0,0.7479245283018867
House,residence,190.0,4.0,2.0,4550,50.507161,5.4198582,,New,0,0,,,0,4.0,,1,,0,2550.0,A+,Wallonia,Liège,17.9,0,,False,159.29165644698796,,0.07450980392156863,0.021052631578947368,47.5,36100.0,0.9254901960784314
House,residence,116.0,2.0,,4020,50.6426567,5.6160725,,Excellent,0,1,,,0,3.0,3.0,1,,1,263.0,D,Wallonia,Liège,2.8,0,,False,2874.325750721212,,0.44106463878326996,0.017241379310344827,58.0,13456.0,0.55893536121673
Apartment,apartment,225.0,3.0,1.0,4000,50.6309292,5.5655966,,Excellent,0,0,,,1,2.0,2.0,0,,1,,D,Wallonia,Liège,1.0,0,1.0,False,2874.325750721212,,,0.013333333333333334,75.0,50625.0,
House,residence,254.0,5.0,2.0,2820,51.0205372,4.5366009,1962.0,Normal,0,1,2.0,Partially equipped,0,4.0,,1,,1,1102.0,C,Flanders,Antwerp,4.2,0,,False,535.8179401133107,64.0,0.23049001814882034,0.01968503937007874,50.8,64516.0,0.7695099818511797
Apartment,apartment,31.0,1.0,1.0,8420,51.2571429,2.9994088,1955.0,Fully renovated,1,0,,,1,,3.0,0,,1,,D,Flanders,West Flanders,6.8,0,3.0,False,273.30932594759696,71.0,,0.03225806451612903,31.0,961.0,
House,residence,280.0,3.0,2.0,2340,51.31384,4.790024,1975.0,Normal,0,0,,,0,4.0,,1,,1,2700.0,B,Flanders,Antwerp,10.8,0,,False,500.80644668828114,51.0,0.1037037037037037,0.010714285714285714,93.33333333333333,78400.0,0.8962962962962963
Apartment,apartment,113.0,2.0,1.0,1050,50.8037413,4.3926085,1974.0,Normal,0,1,1.0,Super equipped,1,4.0,7.0,0,,1,,C,Brussels,Brussels Capital Region,3.9,1,3.0,False,10007.880162151841,52.0,,0.017699115044247787,56.5,12769.0,
House,residence,185.0,4.0,1.0,6790,49.5608954,5.808873,,To renovate,0,1,1.0,,0,3.0,,1,900.0,1,,E,Wallonia,Luxembourg,13.6,0,,False,387.5629373635904,,,0.021621621621621623,46.25,34225.0,
House,residence,220.0,4.0,1.0,1200,50.842365,4.423892,1950.0,To renovate,0,1,1.0,,0,2.0,,1,36.0,1,141.0,F,Brussels,Brussels Capital Region,5.1,0,,False,8357.49424156772,76.0,1.5602836879432624,0.01818181818181818,55.0,48400.0,-0.5602836879432624
House,residence,160.0,4.0,1.0,1390,50.78806,4.670969,,,0,1,1.0,Not equipped,0,,,1,,1,610.0,G,Wallonia,Walloon Brabant,10.4,0,,False,252.26073531495442,,0.26229508196721313,0.025,40.0,25600.0,0.7377049180327868
House,residence,217.0,3.0,1.0,2500,51.0926,4.619215,2022.0,New,0,1,1.0,,0,2.0,,1,,0,340.0,,Flanders,Antwerp,12.4,0,,False,772.6101047719809,4.0,0.638235294117647,0.013824884792626729,72.33333333333333,47089.0,0.361764705882353
House,residence,,3.0,1.0,5150,50.4362723,4.7326694,,New,0,0,,,0,3.0,,1,,1,572.0,,Wallonia,Namur,10.1,0,,False,206.6005147710636,,,,,,
Apartment,apartment,86.0,3.0,1.0,4800,50.5947922,5.8607928,1874.0,To renovate,0,1,,,0,3.0,3.0,0,,0,,C,Wallonia,Liège,0.7000000000000001,0,3.0,False,1700.4115374168132,152.0,,0.03488372093023256,28.666666666666668,7396.0,
House,residence,147.0,2.0,,4672,50.6947603,5.7091661,,,0,1,1.0,,0,2.0,,1,,0,520.0,E,Wallonia,Liège,11.4,0,,False,520.69686880407,,0.2826923076923077,0.013605442176870748,73.5,21609.0,0.7173076923076923
Apartment,apartment,55.0,1.0,,1200,50.842365,4.423892,1970.0,,0,0,,,1,4.0,6.0,0,,0,,C,Brussels,Brussels Capital Region,5.1,0,2.0,False,8357.49424156772,56.0,,0.01818181818181818,55.0,3025.0,
House,residence,703.0,5.0,2.0,2900,51.26506,4.5450800000000005,,,0,0,,,0,,,1,,1,9053.0,F,Flanders,Antwerp,11.1,0,,False,1183.5216821342447,,0.07765381641444825,0.007112375533428165,140.6,494209.0,0.9223461835855518
Apartment,apartment,97.0,2.0,1.0,2100,51.2223,4.479902,1978.0,Normal,0,0,,,1,2.0,,0,,1,,,Flanders,Antwerp,5.4,0,1.0,False,2699.1056940804588,48.0,,0.020618556701030927,48.5,9409.0,
House,residence,293.0,3.0,1.0,9402,50.8303741,4.0601793,1992.0,Normal,0,0,,,0,3.0,2.0,1,,0,1482.0,C,Flanders,East Flanders,12.0,0,,False,554.9891256142763,34.0,0.19770580296896087,0.010238907849829351,97.66666666666667,85849.0,0.8022941970310391
House,residence,168.0,5.0,1.0,2100,51.22811,4.449139,,Normal,0,0,,,0,,,1,80.0,0,135.0,C,Flanders,Antwerp,3.4,0,,False,2699.1056940804588,,1.2444444444444445,0.02976190476190476,33.6,28224.0,-0.24444444444444446
House,residence,228.0,3.0,1.0,8740,50.9942525,3.2680677,1919.0,Fully renovated,0,0,,,0,,,1,60.0,0,165.0,C,Flanders,West Flanders,11.6,0,,False,200.97764443126403,107.0,1.3818181818181818,0.013157894736842105,76.0,51984.0,-0.38181818181818183
Apartment,apartment,60.0,1.0,1.0,1190,50.8166408,4.3265268,1937.0,New,0,0,,,0,,4.0,0,,1,,D,Brussels,Brussels Capital Region,1.9,1,1.0,False,9325.255702797482,89.0,,0.016666666666666666,60.0,3600.0,
Apartment,apartment,69.0,1.0,1.0,1500,50.7417425,4.2391853,2021.0,,0,0,,,1,,3.0,0,,1,,A,Flanders,Flemish Brabant,14.4,0,0.0,False,953.3587573466714,5.0,,0.014492753623188406,69.0,4761.0,
Apartment,studio,28.0,1.0,1.0,4040,50.6567219,5.6139694,1968.0,Normal,0,0,,,1,2.0,18.0,0,,1,,B,Wallonia,Liège,3.6,0,3.0,False,1748.1486656413806,58.0,,0.03571428571428571,28.0,784.0,
House,master-house,760.0,6.0,4.0,1200,50.8450388,4.4023925,1925.0,Excellent,0,1,,Fully equipped,0,3.0,,1,,1,1202.0,E,Brussels,Brussels Capital Region,3.6,0,,False,8357.49424156772,101.0,0.632279534109817,0.007894736842105263,126.66666666666667,577600.0,0.36772046589018303
Apartment,apartment,103.0,2.0,1.0,9320,50.91996,4.05593,,New,0,1,,,1,,,0,,1,,B,Flanders,East Flanders,2.3,0,3.0,False,1171.31438615459,,,0.019417475728155338,51.5,10609.0,
House,villa,180.0,2.0,1.0,6001,50.371618,4.4321616,1990.0,Normal,0,0,,Fully equipped,0,4.0,,1,1000.0,1,2045.0,C,Wallonia,Hainaut,4.4,0,,False,1998.7147535770227,36.0,0.08801955990220049,0.011111111111111112,90.0,32400.0,0.9119804400977995
House,residence,450.0,7.0,7.0,6940,50.34918901,5.57104163,,,0,0,,,0,4.0,,1,2202.0,0,2202.0,A,Wallonia,Luxembourg,31.5,0,,False,73.28168569300765,,0.20435967302452315,0.015555555555555555,64.28571428571429,202500.0,0.7956403269754768
House,residence,200.0,3.0,1.0,9400,50.8499238,3.9587478,2025.0,New,0,0,,Super equipped,0,4.0,2.0,1,,1,850.0,,Flanders,East Flanders,11.3,0,,False,554.9891256142763,1.0,0.23529411764705882,0.015,66.66666666666667,40000.0,0.7647058823529411
House,residence,105.0,2.0,1.0,7041,50.37943,4.03584,,To renovate,0,1,1.0,Fully equipped,0,2.0,1.0,1,368.0,1,554.0,G,Wallonia,Hainaut,10.2,0,,False,125.32103233144626,,0.18953068592057762,0.01904761904761905,52.5,11025.0,0.8104693140794224
House,villa,340.0,4.0,2.0,1703,50.8405092,4.2140583,1961.0,Normal,0,1,1.0,Super equipped,0,4.0,2.0,1,3000.0,1,3225.0,B,Flanders,Flemish Brabant,9.7,0,,False,1086.5758849207639,65.0,0.10542635658914729,0.011764705882352941,85.0,115600.0,0.8945736434108527
Apartment,apartment,1498.0,24.0,22.0,8480,51.129505,3.0274116,2021.0,Excellent,0,1,2.0,,1,,4.0,1,,1,,B,Flanders,West Flanders,11.8,0,4.0,False,319.41057557281874,5.0,,0.01602136181575434,62.416666666666664,2244004.0,
Apartment,ground-floor,95.0,2.0,1.0,1410,50.71469,4.3991,2001.0,Normal,0,1,,Fully equipped,1,4.0,4.0,1,,1,,C,Wallonia,Walloon Brabant,0.2,1,0.0,False,1425.0954369320684,25.0,,0.021052631578947368,47.5,9025.0,
House,residence,288.0,3.0,2.0,9960,51.24243,3.762844,2017.0,Normal,0,0,,,0,4.0,,1,3650.0,1,4433.0,A,Flanders,East Flanders,21.2,0,,False,167.05476787494044,9.0,0.06496729077374239,0.010416666666666666,96.0,82944.0,0.9350327092262576
House,villa,340.0,5.0,3.0,1950,50.8354397,4.4787735,1966.0,To renovate,0,1,1.0,,0,4.0,,1,500.0,1,960.0,F,Flanders,Flemish Brabant,2.9,1,,False,2388.7157912769653,60.0,0.3541666666666667,0.014705882352941176,68.0,115600.0,0.6458333333333333
House,residence,300.0,6.0,2.0,4050,50.6097892,5.6344308,,Normal,0,1,1.0,,0,4.0,2.0,1,1640.0,0,1836.0,E,Wallonia,Liège,4.6,0,,False,806.1703711182848,,0.16339869281045752,0.02,50.0,90000.0,0.8366013071895425
House,residence,155.0,3.0,1.0,5310,50.5990514,4.9307715,2015.0,Excellent,0,0,,,0,4.0,1.0,1,,0,335.0,,Wallonia,Namur,15.4,0,,False,164.2540876166804,11.0,0.4626865671641791,0.01935483870967742,51.666666666666664,24025.0,0.5373134328358209
House,residence,148.0,4.0,1.0,7911,50.6642045,3.6557135,,New,0,0,,,0,4.0,,1,,0,1049.0,A+,Wallonia,Hainaut,19.9,0,,False,108.5902179835059,,0.14108674928503337,0.02702702702702703,37.0,21904.0,0.8589132507149666
House,residence,202.0,4.0,2.0,9230,50.9886019,3.8353902,2026.0,New,0,0,,Super equipped,0,3.0,2.0,1,,1,554.0,,Flanders,East Flanders,11.0,0,,False,727.3723894263135,0.0,0.36462093862815886,0.019801980198019802,50.5,40804.0,0.6353790613718411
House,residence,69.0,2.0,1.0,9920,51.1086979,3.6227789,,Under construction,0,0,,,0,3.0,1.0,1,,0,192.0,,Flanders,East Flanders,9.0,0,,False,338.57442436637507,,0.359375,0.028985507246376812,34.5,4761.0,0.640625
Apartment,apartment,98.0,2.0,,8400,51.2293056,2.9223132,,,0,0,,,0,,,0,,0,,B,Flanders,West Flanders,1.6,0,,False,1764.800019654242,,,0.02040816326530612,49.0,9604.0,
House,residence,286.0,7.0,2.0,1800,50.9280925,4.441469,1920.0,Normal,0,0,,Fully equipped,0,2.0,,1,240.0,1,413.0,C,Flanders,Flemish Brabant,10.7,0,,False,2226.8278452516543,106.0,0.6924939467312349,0.024475524475524476,40.857142857142854,81796.0,0.3075060532687651
Apartment,studio,35.0,,1.0,8670,51.1177185,2.6257442,,Fully renovated,1,0,,,1,,,0,,0,,C,Flanders,West Flanders,3.1,1,1.0,False,426.07509778363584,,,,,1225.0,
Apartment,studio,26.0,,1.0,1090,50.8850051,4.3186663,1995.0,Normal,0,0,,Partially equipped,0,2.0,3.0,0,,1,,F,Brussels,Brussels Capital Region,4.5,0,1.0,False,10480.997862797387,31.0,,,,676.0,
House,residence,140.0,2.0,1.0,9500,50.7796688,3.8848476,,,0,0,,,0,2.0,,0,,1,,E,Flanders,East Flanders,20.7,0,,False,440.14729038737596,,,0.014285714285714285,70.0,19600.0,
Apartment,apartment,47.0,1.0,1.0,1180,50.79035065,4.35863115,1992.0,To renovate,0,0,,,0,2.0,3.0,1,70.0,1,,E,Brussels,Brussels Capital Region,1.9,1,,False,3811.786011123928,34.0,,0.02127659574468085,47.0,2209.0,
House,residence,,1.0,,7600,50.5153635,3.5977321,1975.0,,0,1,1.0,,0,,,1,,1,558.0,D,Wallonia,Hainaut,17.9,0,,False,284.4183999618516,51.0,,,,,
House,mixed-building,480.0,,3.0,4130,50.5308248,5.5668357,1930.0,Normal,0,1,1.0,Fully equipped,0,3.0,2.0,0,,1,260.0,D,Wallonia,Liège,11.4,0,,False,374.8445019812108,96.0,1.8461538461538463,,,230400.0,-0.8461538461538463
Apartment,apartment,64.0,2.0,1.0,2440,51.12839,5.01166,2024.0,New,0,1,,,1,2.0,2.0,1,,1,,,Flanders,Antwerp,4.2,0,2.0,False,384.9668296496185,2.0,,0.03125,32.0,4096.0,
House,residence,69.0,2.0,,5621,50.27498,4.56593,,,0,0,,,0,3.0,,0,,0,,B,Wallonia,Namur,17.4,0,,False,84.9192109500439,,,0.028985507246376812,34.5,4761.0,
House,residence,200.0,3.0,,2490,51.15298,5.151947,,New,0,0,,,0,4.0,,1,,0,1193.0,,Flanders,Antwerp,11.3,0,,False,325.7701098964655,,0.16764459346186086,0.015,66.66666666666667,40000.0,0.8323554065381391
House,residence,357.0,4.0,3.0,6120,50.3241156,4.4465124,2022.0,New,0,1,2.0,,1,3.0,1.0,1,60.0,1,6000.0,A,Wallonia,Hainaut,9.6,0,,False,302.7649740431146,4.0,0.0595,0.011204481792717087,89.25,127449.0,0.9405
House,residence,250.0,4.0,2.0,9930,51.1146898,3.5607858,2012.0,Normal,0,1,,,0,4.0,,0,,0,1223.0,B,Flanders,East Flanders,12.8,0,,False,338.57442436637507,14.0,0.2044153720359771,0.016,62.5,62500.0,0.7955846279640229
House,residence,261.0,4.0,2.0,2580,51.0334907,4.5879565,2000.0,,0,1,1.0,,0,,,0,,0,1863.0,B,Flanders,Antwerp,7.8,0,,False,543.0060120546327,26.0,0.14009661835748793,0.01532567049808429,65.25,68121.0,0.8599033816425121
House,mixed-building,180.0,4.0,2.0,5377,50.2905914,5.3250995,1984.0,Normal,0,1,3.0,,0,4.0,2.0,1,1200.0,1,1750.0,G,Wallonia,Namur,37.9,0,,False,65.00727020925747,42.0,0.10285714285714286,0.022222222222222223,45.0,32400.0,0.8971428571428571
Apartment,apartment,,,,1050,50.8381814,4.3622909,1969.0,Excellent,0,0,,,1,,6.0,0,,0,,G,Brussels,Brussels Capital Region,1.5,0,6.0,False,10007.880162151841,57.0,,,,,
Apartment,apartment,114.0,2.0,1.0,3000,50.8820888,4.6932732,1989.0,Excellent,0,1,1.0,,1,,5.0,0,,1,,B,Flanders,Flemish Brabant,0.6000000000000001,0,1.0,False,1824.198244493545,37.0,,0.017543859649122806,57.0,12996.0,
Apartment,apartment,40.0,1.0,1.0,2000,51.2255912,4.4106644,1936.0,Fully renovated,0,0,,,0,2.0,3.0,0,,0,,C,Flanders,Antwerp,0.9,0,3.0,False,2699.1056940804588,90.0,,0.025,40.0,1600.0,
House,villa,319.0,4.0,1.0,7711,50.7281602,3.3048918,,,0,1,,,0,,,1,,1,1407.0,E,Wallonia,Hainaut,6.7,0,,False,1484.477213875128,,0.2267235252309879,0.012539184952978056,79.75,101761.0,0.7732764747690121
House,residence,165.0,4.0,1.0,5380,50.54525,5.024772,,Normal,0,1,4.0,,0,3.0,2.0,1,,1,465.0,E,Wallonia,Namur,14.1,0,,False,124.20041650535097,,0.3548387096774194,0.024242424242424242,41.25,27225.0,0.6451612903225806
Apartment,apartment,174.0,2.0,2.0,9290,51.0170443,4.0018989,2018.0,Excellent,1,0,,Super equipped,0,4.0,,0,,1,,,Flanders,East Flanders,7.1,0,,False,403.5178622368933,8.0,,0.011494252873563218,87.0,30276.0,
